Filename,IFA,Precision_0.5,Recall,F1,MAP,AUC,G_Measure,MCC,PofB10,PofB15,PofB20,PofB25,PofB30,PofB35,PofB40,PofB45,PofB50,PofB55,PofB60,PofB65,PofB70,PofB75,PofB80,PofB85,PofB90,PofB95,PofB100,Average_Pofb,Npofb10,Npofb15,Npofb20,Npofb25,Npofb30,Npofb35,Npofb40,Npofb45,Npofb50,Npofb55,Npofb60,Npofb65,Npofb70,Npofb75,Npofb80,Npofb85,Npofb90,Npofb95,Npofb100,avgNPofB,Popt10,Popt15,Popt20,Popt25,Popt30,Popt35,Popt40,Popt45,Popt50,Popt55,Popt60,Popt65,Popt70,Popt75,Popt80,Popt85,Popt90,Popt95,Popt100,avgNpopt,
IBk_1.csv,4,0.25,0.7333333333333333,0.3728813559322034,0.22272727272727275,0.8533333333333333,0.5577464788732395,0.14892084929531763,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.9285714285714286,1.0,0.29545454545454547,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.42857142857142855,0.5,0.5714285714285714,0.5714285714285714,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.9285714285714286,1.0,0.29545454545454547,0.4,0.36363636363636365,0.41666666666666674,0.3571428571428572,0.3571428571428572,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4,0.4666666666666667,0.5333333333333333,0.5333333333333333,0.5,0.2857142857142858,0.0,0,0,0,0.0,0.5488721804511278,
IBk_10.csv,1,0.375,0.46153846153846156,0.41379310344827586,0.30966315105659364,0.9457013574660633,0.6193548387096774,0.3662483214042383,0.38461538461538464,0.5384615384615384,0.6153846153846154,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,0.8839406207827261,0.38461538461538464,0.5384615384615384,0.6153846153846154,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,0.8640350877192983,0.41666666666666663,0.5384615384615384,0.6153846153846154,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1,0.862348178137652,
IBk_11.csv,0,0.375,0.14285714285714285,0.20689655172413793,0.38120743635449517,0.9546485260770974,0.2490450725744843,0.17653235973370202,0.2,0.3,0.4,0.5,0.6,0.65,0.75,0.75,0.8,0.8,0.85,0.9,0.9,0.95,0.95,0.95,1.0,1.0,1.0,0.7090885107505607,0.2,0.3,0.4,0.5,0.6,0.65,0.75,0.75,0.8,0.8,0.85,0.9,0.9,0.95,0.95,0.95,1.0,1.0,1.0,0.5975102229257354,0.2499999999999999,0.3157894736842106,0.4,0.47619047619047616,0.5714285714285714,0.6190476190476191,0.7142857142857142,0.7142857142857142,0.7619047619047619,0.7619047619047619,0.8095238095238095,0.8571428571428571,0.8571428571428571,0.9047619047619047,0.8749999999999999,0.7142857142857141,0.7499999999999999,0.0,0.0,0.7499999999999999
IBk_12.csv,0,0.6153846153846154,0.2962962962962963,0.4,0.5455789241366571,0.9699214365881031,0.4539007092198581,0.3680410868360936,0.3333333333333333,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.5185185185185185,0.5925925925925926,0.6296296296296297,0.6296296296296297,0.6666666666666666,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.7777777777777778,0.8148148148148148,0.8888888888888888,0.9259259259259259,1.0,1.0,1.0,0.6784904179641021,0.3333333333333333,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.5185185185185185,0.5925925925925926,0.6296296296296297,0.6296296296296297,0.6666666666666666,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.7777777777777778,0.8148148148148148,0.8888888888888888,0.9259259259259259,1.0,1.0,1.0,0.6854722275774907,0.5,0.5,0.5,0.46153846153846156,0.5185185185185185,0.5925925925925926,0.6296296296296297,0.6296296296296297,0.6666666666666666,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.7777777777777778,0.7222222222222222,0.6999999999999998,0.7142857142857144,1.0,1.0,1,0.6939571150097466,
IBk_13.csv,0,0.7333333333333333,0.5,0.5945945945945946,0.613198797593003,0.979685119349924,0.6616257088846881,0.5674777498510049,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.6818181818181818,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.8636363636363636,0.8636363636363636,0.9090909090909091,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,1.0,1.0,0.8385495825124307,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.6818181818181818,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.8636363636363636,0.8636363636363636,0.9090909090909091,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546,1.0,1.0,0.8046306720455326,0.5882352941176471,0.6,0.6666666666666666,0.6363636363636364,0.6818181818181818,0.7727272727272727,0.7727272727272727,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.8636363636363636,0.8636363636363636,0.9090909090909091,0.9545454545454546,0.9444444444444445,0.8750000000000001,0.7500000000000002,1.0,1,0.8086124401913876,
IBk_14.csv,0,0.6875,0.44,0.5365853658536586,0.5547506270301386,0.9540909090909091,0.6056995652873933,0.5018180246389918,0.36,0.44,0.44,0.48,0.64,0.68,0.76,0.8,0.84,0.88,0.88,0.92,0.92,0.92,0.92,0.96,0.96,1.0,1.0,0.8057718012981171,0.36,0.44,0.44,0.48,0.64,0.68,0.76,0.8,0.84,0.88,0.88,0.92,0.92,0.92,0.92,0.96,0.96,1.0,1.0,0.7713389242336611,0.5,0.5238095238095238,0.45833333333333326,0.48,0.64,0.68,0.76,0.8,0.84,0.88,0.88,0.92,0.92,0.92,0.8461538461538463,0.857142857142857,0.7499999999999998,1.0,1,0.7789473684210527,
IBk_15.csv,0,0.5833333333333334,0.3333333333333333,0.42424242424242425,0.470104025327906,0.9462962962962961,0.49645390070921985,0.39447052600260724,0.4,0.45,0.55,0.6,0.65,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.95,0.95,0.95,1.0,1.0,1.0,1.0,0.8661983907136261,0.4,0.45,0.55,0.6,0.65,0.65,0.7,0.75,0.8,0.85,0.9,0.95,0.95,0.95,0.95,1.0,1.0,1.0,1.0,0.6709053335092117,0.5333333333333334,0.5,0.5789473684210527,0.6,0.6190476190476191,0.6190476190476191,0.6666666666666665,0.7142857142857142,0.7619047619047619,0.8095238095238095,0.8571428571428571,0.9047619047619047,0.9047619047619047,0.8999999999999999,0.7777777777777777,0.8333333333333333,0.6666666666666664,0.5,0.0,0.7947368421052631,
IBk_16.csv,0,0.8125,0.43333333333333335,0.5652173913043478,0.6394167256092124,0.9602713178294572,0.601423487544484,0.5476314777982869,0.36666666666666664,0.43333333333333335,0.4666666666666667,0.5,0.5333333333333333,0.5333333333333333,0.5666666666666667,0.5666666666666667,0.6,0.6666666666666666,0.7333333333333333,0.7666666666666667,0.8,0.8333333333333334,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.6497246532893183,0.36666666666666664,0.43333333333333335,0.4666666666666667,0.5,0.5333333333333333,0.5333333333333333,0.5666666666666667,0.5666666666666667,0.6,0.6666666666666666,0.7333333333333333,0.7666666666666667,0.8,0.8333333333333334,0.8666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.6313490738725489,0.55,0.5652173913043478,0.5384615384615384,0.5357142857142857,0.5517241379310345,0.5333333333333333,0.5666666666666667,0.5666666666666667,0.6,0.6666666666666666,0.7333333333333333,0.7666666666666667,0.7391304347826088,0.6153846153846154,0.5000000000000002,0.8,0.6666666666666667,0.5,1,0.6912280701754385,
IBk_17.csv,0,0.4482758620689655,0.5909090909090909,0.5098039215686274,0.3540397349746652,0.9451032059727715,0.7204410271289715,0.4551134934438318,0.4090909090909091,0.5,0.5909090909090909,0.5909090909090909,0.6363636363636364,0.6818181818181818,0.6818181818181818,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9545454545454546,0.9545454545454546,1.0,1.0,1.0,1.0,0.71554184504323,0.4090909090909091,0.5,0.5909090909090909,0.5909090909090909,0.6363636363636364,0.6818181818181818,0.6818181818181818,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9545454545454546,0.9545454545454546,1.0,1.0,1.0,1.0,0.8000503651473181,0.4736842105263158,0.5,0.5909090909090909,0.5909090909090909,0.6363636363636364,0.6818181818181818,0.6818181818181818,0.7727272727272727,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9545454545454546,0.9545454545454546,1.0,1.0,1.0,1,0.7966507177033493,
IBk_2.csv,45,0.0196078431372549,0.5,0.03773584905660377,0.016942870757663996,0.875,0.6,0.05697658857145519,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.47368421052631576,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1,0.47368421052631576,
