@relation avro_Testing_2

@attribute LOC numeric
@attribute num_comments numeric
@attribute num_revisions numeric
@attribute num_auth numeric
@attribute num_fix numeric
@attribute LOC_touched numeric
@attribute LOC_added numeric
@attribute MAX_LOC_added numeric
@attribute AVG_LOC_added numeric
@attribute churn numeric
@attribute MAX_churn numeric
@attribute AVG_churn numeric
@attribute buggy {'YES', 'NO'}

@data
25,18,1,1,0,1,1,1,1,1,1,1,NO
25,18,0,0,0,0,0,0,0,0,0,0,NO
354,50,1,1,0,17,15,15,15,13,13,13,NO
774,66,2,1,0,145,95,95,47,47,46,23,NO
25,18,1,1,0,1,1,1,1,1,1,1,NO
38,20,1,1,1,38,38,38,38,38,38,38,NO
235,33,2,1,1,39,28,19,14,17,9,8,NO
199,36,1,1,1,25,9,9,9,7,7,7,NO
34,18,0,0,0,0,0,0,0,0,0,0,NO
36,22,0,0,0,0,0,0,0,0,0,0,NO
36,24,0,0,0,0,0,0,0,0,0,0,NO
26,19,0,0,0,0,0,0,0,0,0,0,NO
441,42,2,1,0,13,13,12,6,13,12,6,NO
465,84,1,1,0,7,5,5,5,3,3,3,NO
191,45,0,0,0,0,0,0,0,0,0,0,NO
24,19,0,0,0,0,0,0,0,0,0,0,NO
24,18,0,0,0,0,0,0,0,0,0,0,NO
52,18,1,1,0,5,0,0,0,5,5,5,NO
54,21,0,0,0,0,0,0,0,0,0,0,NO
192,25,0,0,0,0,0,0,0,0,0,0,NO
300,57,0,0,0,0,0,0,0,0,0,0,NO
250,37,0,0,0,0,0,0,0,0,0,0,NO
618,116,1,1,0,9,0,0,0,9,9,9,NO
37,24,0,0,0,0,0,0,0,0,0,0,NO
35,23,0,0,0,0,0,0,0,0,0,0,NO
279,219,0,0,0,0,0,0,0,0,0,0,NO
274,212,0,0,0,0,0,0,0,0,0,0,NO
398,18,0,0,0,0,0,0,0,0,0,0,NO
238,21,1,1,1,4,1,1,1,2,2,2,NO
74,19,0,0,0,0,0,0,0,0,0,0,NO
69,24,0,0,0,0,0,0,0,0,0,0,NO
203,78,0,0,0,0,0,0,0,0,0,0,NO
229,21,0,0,0,0,0,0,0,0,0,0,NO
202,25,0,0,0,0,0,0,0,0,0,0,NO
101,35,1,1,1,3,1,1,1,1,1,1,NO
165,65,1,1,1,21,21,21,21,21,21,21,NO
337,66,0,0,0,0,0,0,0,0,0,0,NO
94,43,0,0,0,0,0,0,0,0,0,0,NO
381,80,1,1,1,1,0,0,0,1,1,1,NO
138,43,0,0,0,0,0,0,0,0,0,0,NO
40,18,0,0,0,0,0,0,0,0,0,0,NO
86,28,0,0,0,0,0,0,0,0,0,0,NO
90,23,0,0,0,0,0,0,0,0,0,0,NO
78,18,1,1,0,79,79,79,79,79,79,79,NO
84,18,1,1,0,84,84,84,84,84,84,84,NO
59,20,2,1,0,111,85,76,42,93,76,46,NO
111,19,4,1,0,128,120,116,30,124,116,31,NO
149,67,1,1,0,36,18,18,18,0,0,0,NO
74,55,1,1,0,8,4,4,4,0,0,0,NO
230,29,2,1,0,21,10,8,5,1,1,0,NO
208,31,2,1,0,33,10,8,5,13,13,6,NO
55,18,1,1,0,56,56,56,56,56,56,56,NO
29,20,1,1,0,29,29,29,29,29,29,29,NO
110,18,1,1,0,4,2,2,2,0,0,0,NO
96,18,1,1,0,16,9,9,9,2,2,2,NO
42,18,0,0,0,0,0,0,0,0,0,0,NO
36,22,0,0,0,0,0,0,0,0,0,0,NO
356,47,2,1,0,91,71,70,35,51,50,25,NO
100,22,1,1,0,31,7,7,7,17,17,17,NO
73,21,1,1,0,8,8,8,8,8,8,8,NO
111,21,1,1,0,4,1,1,1,2,2,2,NO
99,21,1,1,0,33,2,2,2,29,29,29,NO
79,22,1,1,0,32,3,3,3,26,26,26,NO
28,18,1,1,0,4,2,2,2,0,0,0,NO
309,31,3,2,2,332,177,174,59,22,21,7,NO
94,19,1,1,0,29,28,28,28,27,27,27,NO
45,18,1,1,0,14,6,6,6,2,2,2,NO
39,18,1,1,0,8,6,6,6,4,4,4,NO
40,18,0,0,0,0,0,0,0,0,0,0,NO
28,18,0,0,0,0,0,0,0,0,0,0,NO
27,19,0,0,0,0,0,0,0,0,0,0,NO
71,18,0,0,0,0,0,0,0,0,0,0,NO
80,21,1,1,0,2,1,1,1,0,0,0,NO
40,18,1,1,0,2,1,1,1,0,0,0,NO
87,18,0,0,0,0,0,0,0,0,0,0,NO
